,Unnamed: 0,nominees,details,imdb_urls,award_show,year,award,winner,ref_year,metabase,rating,popularity,genres,budget,gross,minute,American Cinema Editors,BAFTA,Chicago Film Critics,Critics Choice,Golden Globes,Satellite
87,2,An Education,"Finola Dwyer, Amanda Posey",https://www.imdb.com//title/tt1174732/?ref_=ev_nom,Academy Awards,2010,Best Motion Picture of the Year,0,11,85,7.3,684,['Drama'],7500000,26096852,100,-1.0,0.0,-1.0,0.0,-1.0,-1.0
88,3,Avatar,"James Cameron, Jon Landau",https://www.imdb.com//title/tt0499549/?ref_=ev_nom,Academy Awards,2010,Best Motion Picture of the Year,0,11,83,7.8,267,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",237000000,2790439000,162,0.0,0.0,-1.0,0.0,1.0,-1.0
89,4,District 9,"Peter Jackson, Carolynne Cunningham",https://www.imdb.com//title/tt1136608/?ref_=ev_nom,Academy Awards,2010,Best Motion Picture of the Year,0,11,81,7.9,147,"['Action', 'Sci-Fi', 'Thriller']",30000000,210888950,112,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
90,5,Inglourious Basterds,Lawrence Bender,https://www.imdb.com//title/tt0361748/?ref_=ev_nom,Academy Awards,2010,Best Motion Picture of the Year,0,11,69,8.3,143,"['Adventure', 'Drama', 'War']",70000000,321455689,153,-1.0,-1.0,-1.0,0.0,0.0,-1.0
91,6,Precious,"Lee Daniels, Sarah Siegel-Magness, Gary Magness",https://www.imdb.com//title/tt0929632/?ref_=ev_nom,Academy Awards,2010,Best Motion Picture of the Year,0,11,79,7.3,649,['Drama'],10000000,63649529,110,-1.0,0.0,-1.0,0.0,0.0,-1.0
92,8,Up,Jonas Rivera,https://www.imdb.com//title/tt1049413/?ref_=ev_nom,Academy Awards,2010,Best Motion Picture of the Year,0,11,88,8.2,923,"['Animation', 'Adventure', 'Comedy', 'Family']",175000000,735099082,96,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
93,9,Up in the Air,"Daniel Dubiecki, Ivan Reitman, Jason Reitman",https://www.imdb.com//title/tt1193138/?ref_=ev_nom,Academy Awards,2010,Best Motion Picture of the Year,0,11,83,7.4,033,"['Comedy', 'Drama', 'Romance']",25000000,166842739,109,0.0,0.0,-1.0,0.0,0.0,-1.0
94,0,Slumdog Millionaire,Christian Colson,https://www.imdb.com//title/tt1010048/?ref_=ev_nom,Academy Awards,2009,Best Motion Picture of the Year,1,12,86,8.0,935,"['Drama', 'Romance']",15000000,378060798,120,1.0,1.0,-1.0,1.0,1.0,-1.0
95,1,Frost/Nixon,"Brian Grazer, Ron Howard, Eric Fellner",https://www.imdb.com//title/tt0870111/?ref_=ev_nom,Academy Awards,2009,Best Motion Picture of the Year,0,12,80,7.7,965,"['Biography', 'Drama', 'History']",25000000,27426335,122,0.0,0.0,-1.0,0.0,0.0,-1.0
96,2,Milk,"Dan Jinks, Bruce Cohen",https://www.imdb.com//title/tt1013753/?ref_=ev_nom,Academy Awards,2009,Best Motion Picture of the Year,0,12,84,7.5,553,"['Biography', 'Drama']",1453844,54589558,128,0.0,0.0,-1.0,0.0,-1.0,-1.0
97,3,The Curious Case of Benjamin Button,"Kathleen Kennedy, Frank Marshall, Ceán Chaffin",https://www.imdb.com//title/tt0421715/?ref_=ev_nom,Academy Awards,2009,Best Motion Picture of the Year,0,12,70,7.8,835,"['Drama', 'Fantasy', 'Romance']",150000000,335802786,166,0.0,0.0,-1.0,0.0,0.0,-1.0
98,4,The Reader,"Anthony Minghella, Sydney Pollack, Donna Gigliotti, Redmond Morris",https://www.imdb.com//title/tt0976051/?ref_=ev_nom,Academy Awards,2009,Best Motion Picture of the Year,0,12,58,7.6,503,"['Drama', 'Romance']",32000000,108902486,124,-1.0,0.0,-1.0,0.0,0.0,-1.0
99,0,No Country for Old Men,"Scott Rudin, Ethan Coen, Joel Coen",https://www.imdb.com//title/tt0477348/?ref_=ev_nom,Academy Awards,2008,Best Motion Picture of the Year,1,13,91,8.1,299,"['Crime', 'Drama', 'Thriller']",25000000,171627166,122,0.0,0.0,-1.0,1.0,0.0,-1.0
100,1,Atonement,"Tim Bevan, Eric Fellner, Paul Webster",https://www.imdb.com//title/tt0783233/?ref_=ev_nom,Academy Awards,2008,Best Motion Picture of the Year,0,13,85,7.8,485,"['Drama', 'Mystery', 'Romance', 'War']",30000000,131016624,123,-1.0,1.0,-1.0,0.0,1.0,-1.0
101,2,Juno,"Lianne Halfon, Mason Novick, Russell Smith",https://www.imdb.com//title/tt0467406/?ref_=ev_nom,Academy Awards,2008,Best Motion Picture of the Year,0,13,81,7.4,616,"['Comedy', 'Drama']",7500000,232372681,96,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
102,3,Michael Clayton,"Sydney Pollack, Jennifer Fox, Kerry Orent",https://www.imdb.com//title/tt0465538/?ref_=ev_nom,Academy Awards,2008,Best Motion Picture of the Year,0,13,82,7.2,543,"['Crime', 'Drama', 'Mystery', 'Thriller']",25000000,92991835,119,0.0,-1.0,-1.0,0.0,0.0,-1.0
103,4,There Will Be Blood,"JoAnne Sellar, Paul Thomas Anderson, Daniel Lupi",https://www.imdb.com//title/tt0469494/?ref_=ev_nom,Academy Awards,2008,Best Motion Picture of the Year,0,13,93,8.2,598,['Drama'],25000000,76181545,158,0.0,0.0,-1.0,0.0,0.0,-1.0
104,0,The Departed,Graham King,https://www.imdb.com//title/tt0407887/?ref_=ev_nom,Academy Awards,2007,Best Motion Picture of the Year,1,14,85,8.5,192,"['Crime', 'Drama', 'Thriller']",90000000,291465034,151,0.0,0.0,-1.0,1.0,0.0,-1.0
105,1,Babel,"Alejandro G. Iñárritu, Jon Kilik, Steve Golin",https://www.imdb.com//title/tt0449467/?ref_=ev_nom,Academy Awards,2007,Best Motion Picture of the Year,0,14,69,7.4,952,['Drama'],25000000,135330182,143,1.0,0.0,-1.0,0.0,1.0,-1.0
106,2,Letters from Iwo Jima,"Clint Eastwood, Steven Spielberg, Robert Lorenz",https://www.imdb.com//title/tt0498380/?ref_=ev_nom,Academy Awards,2007,Best Motion Picture of the Year,0,14,89,7.9,236,"['Action', 'Adventure', 'Drama', 'History', 'War']",19000000,68673228,141,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
107,3,Little Miss Sunshine,"David T. Friendly, Peter Saraf, Marc Turtletaub",https://www.imdb.com//title/tt0449059/?ref_=ev_nom,Academy Awards,2007,Best Motion Picture of the Year,0,14,80,7.8,008,"['Comedy', 'Drama']",8000000,101058954,101,-1.0,0.0,-1.0,0.0,-1.0,-1.0
108,4,The Queen,"Andy Harries, Christine Langan, Tracey Seaward",https://www.imdb.com//title/tt0436697/?ref_=ev_nom,Academy Awards,2007,Best Motion Picture of the Year,0,14,91,7.3,317,"['Biography', 'Drama', 'History']",9800000,123384128,103,0.0,1.0,-1.0,0.0,0.0,-1.0
109,0,Crash,"Paul Haggis, Cathy Schulman",https://www.imdb.com//title/tt0375679/?ref_=ev_nom,Academy Awards,2006,Best Motion Picture of the Year,1,15,69,7.8,123,"['Crime', 'Drama', 'Thriller']",6500000,98410061,112,1.0,0.0,1.0,0.0,-1.0,-1.0
110,1,Brokeback Mountain,"Diana Ossana, James Schamus",https://www.imdb.com//title/tt0388795/?ref_=ev_nom,Academy Awards,2006,Best Motion Picture of the Year,0,15,87,7.7,832,"['Drama', 'Romance']",14000000,178062759,134,0.0,1.0,0.0,1.0,1.0,-1.0
111,2,Capote,"Caroline Baron, William Vince, Michael Ohoven",https://www.imdb.com//title/tt0379725/?ref_=ev_nom,Academy Awards,2006,Best Motion Picture of the Year,0,15,88,7.3,802,"['Biography', 'Crime', 'Drama', 'History']",7000000,49327405,114,-1.0,0.0,-1.0,0.0,-1.0,-1.0
112,3,"Good Night, and Good Luck.",Grant Heslov,https://www.imdb.com//title/tt0433383/?ref_=ev_nom,Academy Awards,2006,Best Motion Picture of the Year,0,15,80,7.4,,"['Biography', 'Drama', 'History']",7000000,54641191,93,0.0,0.0,0.0,0.0,0.0,-1.0
113,4,Munich,"Kathleen Kennedy, Steven Spielberg, Barry Mendel",https://www.imdb.com//title/tt0408306/?ref_=ev_nom,Academy Awards,2006,Best Motion Picture of the Year,0,15,74,7.5,854,"['Drama', 'History', 'Thriller']",4152260,130982129,164,0.0,-1.0,-1.0,0.0,-1.0,-1.0
114,0,Million Dollar Baby,"Clint Eastwood, Al Ruddy, Tom Rosenberg",https://www.imdb.com//title/tt0405159/?ref_=ev_nom,Academy Awards,2005,Best Motion Picture of the Year,1,16,86,8.1,226,"['Drama', 'Sport']",30000000,216763646,132,0.0,-1.0,-1.0,0.0,0.0,-1.0
115,1,Finding Neverland,"Richard N. Gladstein, Nellie Bellflower",https://www.imdb.com//title/tt0308644/?ref_=ev_nom,Academy Awards,2005,Best Motion Picture of the Year,0,16,67,7.7,101,"['Biography', 'Drama', 'Family']",25000000,116650613,106,0.0,0.0,-1.0,0.0,0.0,-1.0
116,2,Ray,"Taylor Hackford, Stuart Benjamin, Howard Baldwin",https://www.imdb.com//title/tt0350258/?ref_=ev_nom,Academy Awards,2005,Best Motion Picture of the Year,0,16,73,7.7,747,"['Biography', 'Drama', 'Music']",20039730,123971376,152,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
117,3,Sideways,Michael London,https://www.imdb.com//title/tt0375063/?ref_=ev_nom,Academy Awards,2005,Best Motion Picture of the Year,0,16,94,7.5,764,"['Comedy', 'Drama', 'Romance']",16000000,109706931,127,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
118,4,The Aviator,"Michael Mann, Graham King",https://www.imdb.com//title/tt0338751/?ref_=ev_nom,Academy Awards,2005,Best Motion Picture of the Year,0,16,77,7.5,161,"['Biography', 'Drama']",110000000,213719942,170,1.0,1.0,-1.0,0.0,1.0,-1.0
119,0,The Lord of the Rings: The Return of the King,"Barrie M. Osborne, Peter Jackson, Fran Walsh",https://www.imdb.com//title/tt0167260/?ref_=ev_nom,Academy Awards,2004,Best Picture,1,17,94,8.9,278,"['Adventure', 'Drama', 'Fantasy']",94000000,1142219401,201,1.0,1.0,1.0,1.0,1.0,-1.0
120,1,Lost in Translation,"Ross Katz, Sofia Coppola",https://www.imdb.com//title/tt0335266/?ref_=ev_nom,Academy Awards,2004,Best Picture,0,17,89,7.7,574,['Drama'],4000000,118685453,102,-1.0,0.0,0.0,0.0,-1.0,-1.0
121,2,Master and Commander: The Far Side of the World,"Samuel Goldwyn Jr., Peter Weir, Duncan Henderson",https://www.imdb.com//title/tt0311113/?ref_=ev_nom,Academy Awards,2004,Best Picture,0,17,81,7.4,831,"['Action', 'Adventure', 'Drama', 'History', 'War']",150000000,211622535,138,0.0,0.0,-1.0,0.0,0.0,-1.0
122,3,Mystic River,"Robert Lorenz, Judie Hoyt, Clint Eastwood",https://www.imdb.com//title/tt0327056/?ref_=ev_nom,Academy Awards,2004,Best Picture,0,17,84,7.9,741,"['Crime', 'Drama', 'Mystery', 'Thriller']",25000000,156595191,138,0.0,-1.0,0.0,0.0,0.0,-1.0
123,4,Seabiscuit,"Kathleen Kennedy, Frank Marshall, Gary Ross",https://www.imdb.com//title/tt0329575/?ref_=ev_nom,Academy Awards,2004,Best Picture,0,17,72,7.3,,"['Drama', 'History', 'Sport']",20854735,148336445,140,0.0,-1.0,-1.0,0.0,0.0,-1.0
124,0,Chicago,Martin Richards,https://www.imdb.com//title/tt0299658/?ref_=ev_nom,Academy Awards,2003,Best Picture,1,18,82,7.1,332,"['Comedy', 'Crime', 'Musical']",45000000,306776732,113,-1.0,0.0,-1.0,1.0,-1.0,-1.0
125,1,Gangs of New York,"Alberto Grimaldi, Harvey Weinstein",https://www.imdb.com//title/tt0217505/?ref_=ev_nom,Academy Awards,2003,Best Picture,0,18,72,7.5,813,"['Crime', 'Drama']",100000000,193772504,167,1.0,0.0,-1.0,0.0,0.0,-1.0
126,2,The Hours,"Scott Rudin, Robert Fox",https://www.imdb.com//title/tt0274558/?ref_=ev_nom,Academy Awards,2003,Best Picture,0,18,80,7.5,185,"['Drama', 'Romance']",25000000,108846072,110,0.0,0.0,-1.0,0.0,1.0,-1.0
127,3,The Lord of the Rings: The Two Towers,"Barrie M. Osborne, Fran Walsh, Peter Jackson",https://www.imdb.com//title/tt0167261/?ref_=ev_nom,Academy Awards,2003,Best Picture,0,18,87,8.7,445,"['Adventure', 'Drama', 'Fantasy']",94000000,951208089,179,0.0,0.0,0.0,0.0,0.0,-1.0
128,4,The Pianist,"Roman Polanski, Robert Benmussa, Alain Sarde",https://www.imdb.com//title/tt0253474/?ref_=ev_nom,Academy Awards,2003,Best Picture,0,18,85,8.5,567,"['Biography', 'Drama', 'Music', 'War']",35000000,120072577,150,-1.0,1.0,0.0,0.0,0.0,-1.0
129,0,A Beautiful Mind,"Brian Grazer, Ron Howard",https://www.imdb.com//title/tt0268978/?ref_=ev_nom,Academy Awards,2002,Best Picture,1,19,72,8.2,798,"['Biography', 'Drama']",58000000,316791257,135,0.0,0.0,0.0,1.0,1.0,-1.0
130,2,In the Bedroom,"Graham Leader, Ross Katz, Todd Field",https://www.imdb.com//title/tt0247425/?ref_=ev_nom,Academy Awards,2002,Best Picture,0,19,86,7.4,945,"['Crime', 'Drama']",1700000,44763181,130,-1.0,-1.0,0.0,0.0,0.0,-1.0
131,3,Moulin Rouge!,"Fred Baron, Martin Brown, Baz Luhrmann",https://www.imdb.com//title/tt0203009/?ref_=ev_nom,Academy Awards,2002,Best Picture,0,19,66,7.6,884,"['Drama', 'Musical', 'Romance']",50000000,184928135,127,-1.0,0.0,-1.0,0.0,-1.0,-1.0
132,4,The Lord of the Rings: The Fellowship of the Ring,"Peter Jackson, Barrie M. Osborne, Fran Walsh",https://www.imdb.com//title/tt0120737/?ref_=ev_nom,Academy Awards,2002,Best Picture,0,19,92,8.8,151,"['Adventure', 'Drama', 'Fantasy']",93000000,887832826,178,0.0,1.0,0.0,0.0,0.0,-1.0
133,0,Gladiator,"Douglas Wick, David Franzoni, Branko Lustig",https://www.imdb.com//title/tt0172495/?ref_=ev_nom,Academy Awards,2001,Best Picture,1,20,67,8.5,193,"['Action', 'Adventure', 'Drama']",103000000,460583960,155,1.0,1.0,-1.0,1.0,1.0,-1.0
134,2,"Crouching Tiger, Hidden Dragon","William Kong, Li-Kong Hsu, Ang Lee",https://www.imdb.com//title/tt0190332/?ref_=ev_nom,Academy Awards,2001,Best Picture,0,20,94,7.8,999,"['Action', 'Adventure', 'Fantasy', 'Romance']",663205,213525736,120,0.0,0.0,0.0,0.0,-1.0,-1.0
135,3,Erin Brockovich,"Danny DeVito, Michael Shamberg, Stacey Sher",https://www.imdb.com//title/tt0195685/?ref_=ev_nom,Academy Awards,2001,Best Picture,0,20,73,7.3,545,"['Biography', 'Drama']",28138465,256271286,131,-1.0,0.0,-1.0,0.0,0.0,-1.0
136,4,Traffic,"Edward Zwick, Marshall Herskovitz, Laura Bickford",https://www.imdb.com//title/tt0181865/?ref_=ev_nom,Academy Awards,2001,Best Picture,0,20,86,7.6,906,"['Crime', 'Drama', 'Thriller']",184725,207515725,147,0.0,-1.0,0.0,0.0,0.0,-1.0
137,0,American Beauty,"Bruce Cohen, Dan Jinks",https://www.imdb.com//title/tt0169547/?ref_=ev_nom,Academy Awards,2000,Best Picture,1,21,84,8.3,175,['Drama'],15000000,356296601,122,0.0,1.0,1.0,1.0,1.0,-1.0
138,1,The Cider House Rules,Richard N. Gladstein,https://www.imdb.com//title/tt0124315/?ref_=ev_nom,Academy Awards,2000,Best Picture,0,21,75,7.4,596,"['Drama', 'Romance']",24000000,88545092,126,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
139,2,The Green Mile,"David Valdes, Frank Darabont",https://www.imdb.com//title/tt0120689/?ref_=ev_nom,Academy Awards,2000,Best Picture,0,21,61,8.6,336,"['Crime', 'Drama', 'Fantasy', 'Mystery']",60000000,286801374,189,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
140,3,The Insider,"Michael Mann, Pieter Jan Brugge",https://www.imdb.com//title/tt0140352/?ref_=ev_nom,Academy Awards,2000,Best Picture,0,21,84,7.8,893,"['Biography', 'Drama', 'Thriller']",6712361,60289912,157,0.0,-1.0,0.0,0.0,0.0,-1.0
141,4,The Sixth Sense,"Frank Marshall, Kathleen Kennedy, Barry Mendel",https://www.imdb.com//title/tt0167404/?ref_=ev_nom,Academy Awards,2000,Best Picture,0,21,64,8.1,837,"['Drama', 'Mystery', 'Thriller']",26681262,672806292,107,0.0,0.0,-1.0,0.0,-1.0,-1.0
142,0,Shakespeare in Love,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick, Marc Norman",https://www.imdb.com//title/tt0138097/?ref_=ev_nom,Academy Awards,1999,Best Picture,1,22,87,7.1,412,"['Comedy', 'Drama', 'History', 'Romance']",25000000,289317794,123,-1.0,1.0,0.0,0.0,-1.0,-1.0
143,1,Elizabeth,"Alison Owen, Eric Fellner, Tim Bevan",https://www.imdb.com//title/tt0127536/?ref_=ev_nom,Academy Awards,1999,Best Picture,0,22,75,7.4,076,"['Biography', 'Drama', 'History']",275131,82150642,124,-1.0,0.0,-1.0,0.0,0.0,-1.0
144,2,Life Is Beautiful,"Elda Ferri, Gianluigi Braschi",https://www.imdb.com//title/tt0118799/?ref_=ev_nom,Academy Awards,1999,Best Picture,0,22,59,8.6,411,"['Comedy', 'Drama', 'Romance', 'War']",20000000,230098753,116,-1.0,-1.0,0.0,0.0,-1.0,-1.0
145,3,Saving Private Ryan,"Steven Spielberg, Ian Bryce, Mark Gordon, Gary Levinsohn",https://www.imdb.com//title/tt0120815/?ref_=ev_nom,Academy Awards,1999,Best Picture,0,22,91,8.6,225,"['Drama', 'War']",70000000,482349603,169,-1.0,0.0,1.0,1.0,1.0,-1.0
146,4,The Thin Red Line,"Robert Michael Geisler, John Roberdeau, Grant Hill",https://www.imdb.com//title/tt0120863/?ref_=ev_nom,Academy Awards,1999,Best Picture,0,22,78,7.6,368,"['Drama', 'War']",282534,98126565,170,-1.0,-1.0,0.0,0.0,-1.0,-1.0
147,0,Titanic,"James Cameron, Jon Landau",https://www.imdb.com//title/tt0120338/?ref_=ev_nom,Academy Awards,1998,Best Picture,1,23,75,7.8,101,"['Drama', 'Romance']",200000000,2194439542,194,-1.0,0.0,0.0,0.0,1.0,-1.0
148,1,As Good as It Gets,"James L. Brooks, Bridget Johnson, Kristi Zea",https://www.imdb.com//title/tt0119822/?ref_=ev_nom,Academy Awards,1998,Best Picture,0,23,67,7.7,058,"['Comedy', 'Drama', 'Romance']",12606928,314178011,139,-1.0,-1.0,0.0,0.0,-1.0,-1.0
149,2,Good Will Hunting,Lawrence Bender,https://www.imdb.com//title/tt0119217/?ref_=ev_nom,Academy Awards,1998,Best Picture,0,23,70,8.3,303,"['Drama', 'Romance']",10000000,225933435,126,-1.0,-1.0,-1.0,0.0,0.0,-1.0
150,3,L.A. Confidential,"Arnon Milchan, Curtis Hanson, Michael G. Nathanson",https://www.imdb.com//title/tt0119488/?ref_=ev_nom,Academy Awards,1998,Best Picture,0,23,90,8.2,231,"['Crime', 'Drama', 'Mystery', 'Thriller']",35000000,126216940,138,-1.0,0.0,1.0,1.0,0.0,-1.0
151,4,The Full Monty,Uberto Pasolini,https://www.imdb.com//title/tt0119164/?ref_=ev_nom,Academy Awards,1998,Best Picture,0,23,75,7.2,364,"['Comedy', 'Drama']",3500000,257938649,91,-1.0,1.0,-1.0,0.0,-1.0,-1.0
152,0,The English Patient,Saul Zaentz,https://www.imdb.com//title/tt0116209/?ref_=ev_nom,Academy Awards,1997,Best Picture,1,24,87,7.4,204,"['Drama', 'Romance', 'War']",27000000,231976425,162,-1.0,1.0,0.0,0.0,1.0,-1.0
153,1,Fargo,Ethan Coen,https://www.imdb.com//title/tt0116282/?ref_=ev_nom,Academy Awards,1997,Best Picture,0,24,85,8.1,618,"['Crime', 'Drama', 'Thriller']",7000000,60611975,98,-1.0,0.0,1.0,1.0,-1.0,-1.0
154,2,Jerry Maguire,"James L. Brooks, Laurence Mark, Richard Sakai, Cameron Crowe",https://www.imdb.com//title/tt0116695/?ref_=ev_nom,Academy Awards,1997,Best Picture,0,24,77,7.3,184,"['Comedy', 'Drama', 'Romance', 'Sport']",17084296,273552592,139,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
155,3,Secrets & Lies,Simon Channing Williams,https://www.imdb.com//title/tt0117589/?ref_=ev_nom,Academy Awards,1997,Best Picture,0,24,91,8.0,,"['Comedy', 'Drama']",60813,13417292,136,-1.0,0.0,0.0,-1.0,0.0,-1.0
156,4,Shine,Jane Scott,https://www.imdb.com//title/tt0117631/?ref_=ev_nom,Academy Awards,1997,Best Picture,0,24,87,7.7,,"['Biography', 'Drama', 'Music', 'Romance']",5500000,35994719,105,-1.0,0.0,-1.0,0.0,0.0,-1.0
157,0,Braveheart,"Mel Gibson, Alan Ladd Jr., Bruce Davey",https://www.imdb.com//title/tt0112573/?ref_=ev_nom,Academy Awards,1996,Best Picture,1,25,68,8.3,501,"['Biography', 'Drama', 'History', 'War']",72000000,213216216,178,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
158,1,Apollo 13,Brian Grazer,https://www.imdb.com//title/tt0112384/?ref_=ev_nom,Academy Awards,1996,Best Picture,0,25,77,7.6,488,"['Adventure', 'Drama', 'History']",25353380,355237933,140,-1.0,-1.0,1.0,0.0,0.0,-1.0
159,2,Babe,"George Miller, Doug Mitchell, Bill Miller",https://www.imdb.com//title/tt0112431/?ref_=ev_nom,Academy Awards,1996,Best Picture,0,25,83,6.7,470,"['Comedy', 'Drama', 'Family']",30000000,254134910,91,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
160,4,Sense and Sensibility,Lindsay Doran,https://www.imdb.com//title/tt0114388/?ref_=ev_nom,Academy Awards,1996,Best Picture,0,25,84,7.6,066,"['Drama', 'Romance']",721341,134582776,136,-1.0,1.0,-1.0,1.0,1.0,-1.0
